,st,occ_code,occ_title,tot_emp,h_mean,a_mean,year
436,AL,68041,Funeral Attendants,450,6.83,14200,1997
437,AL,69000,Other Service Occupations,**,*,*,1997
438,AL,69999,All Other Service Workers,3960,8.27,17210,1997
439,AL,70000,"Agricultural, Forestry, Fishing, and Related Occupations",,,,
440,AL,72000,First-Line Supervisors and Managers/Supervisors - Agricultural and Related Workers,**,*,*,1997
441,AL,72002,"First-Line Supervisors and Managers/Supervisors - Agricultural, Forestry, Fishing, and Related Workers",710,13.52,28120,1997
442,AL,73000,Timber Cutting and Logging Occupations,**,*,*,1997
443,AL,73002,Fallers and Buckers,740,9.64,20060,1997
444,AL,73008,Log-Handling Equipment Operators,1490,11.67,24280,1997
445,AL,73011,Logging Tractor Operators,1850,10.92,22720,1997
446,AL,79000,"Other Agricultural, Forestry, Fishing, and Related Occupations",**,*,*,1997
447,AL,79002,Forest and Conservation Workers,200,10.54,21930,1997
448,AL,79008,Log Graders and Scalers,100,11.60,24130,1997
449,AL,79011,"Graders and Sorters, Agricultural Products",470,7.90,16430,1997
450,AL,79016,Animal Trainers,**,5.44,11310,1997
451,AL,79017,"Animal Caretakers, Except Farm",1000,6.33,13170,1997
452,AL,79021,Farm Equipment Operators,150,6.64,13810,1997
453,AL,79033,Pruners,410,8.71,18120,1997
454,AL,79036,Sprayers/Applicators,160,8.60,17890,1997
455,AL,79041,"Laborers, Landscaping and Groundskeeping",12270,7.89,16420,1997
456,AL,79806,Veterinary Assistants,930,7.04,14640,1997
457,AL,79856,"Farmworkers, Food and Fiber Crops",130,7.03,14620,1997
458,AL,79858,"Farmworkers, Farm and Ranch Animals",290,7.29,15150,1997
459,AL,79999,"All Other Agricultural, Forestry, Fishing, and Related Workers",2090,8.82,18340,1997
460,AL,80000,"Production, Construction, Operating, Maintenance, and Material Handling Occupations",,,,
461,AL,81000,"First-Line Supervisors and Managers/Supervisors - Production, Construction, Maintenance, and Related Workers",**,*,*,1997
462,AL,81002,"First-Line Supervisors and Managers/Supervisors - Mechanics, Installers, and Repairers",6720,17.66,36730,1997
463,AL,81005,First-Line Supervisors and Managers/Supervisors - Construction Trades and Extractive Workers,5830,16.53,34380,1997
464,AL,81008,First-Line Supervisors and Managers/Supervisors - Production and Operating Workers,11750,16.14,33570,1997
465,AL,81011,First-Line Supervisors and Managers/Supervisors - Transportation and Material-Moving Machine and Vehicle Operators,1730,16.72,34780,1997
466,AL,81017,"First-Line Supervisors and Managers/Supervisors - Helpers, Laborers, and Material Movers, Hand",1960,13.77,28640,1997
467,AL,81099,"All Other First-Line Supervisors and Managers/Supervisors - Production, Construction, Maintenance, and Related Workers",3550,17.48,36360,1997
468,AL,83000,Inspectors and Related Occupations,**,*,*,1997
469,AL,83002,"Precision Inspectors, Testers, and Graders",2450,12.33,25650,1997
470,AL,83005,"Production Inspectors, Testers, Graders, Sorters, Samplers, and Weighers",10180,10.06,20930,1997
471,AL,83008,Transportation Inspectors,190,13.16,27370,1997
472,AL,83099,"All Other Inspectors, Testers, and Related Workers",740,11.56,24040,1997
473,AL,85000,"Mechanics, Installers, and Repairers",**,*,*,1997
474,AL,85110,Machinery Maintenance Mechanics,5500,13.20,27460,1997
475,AL,85112,"Machinery Maintenance Mechanics, Textile Machines",2070,11.36,23620,1997
476,AL,85113,"Machinery Maintenance Mechanics, Sewing Machines",570,11.15,23190,1997
477,AL,85116,"Machinery Maintenance Mechanics, Marine Equipment",**,12.73,26470,1997
478,AL,85117,Underground Mine Machinery Mechanics,570,18.32,38120,1997
479,AL,85118,"Machinery Maintenance Mechanics, Water or Power Generation Plant",730,15.51,32260,1997
480,AL,85119,All Other Machinery Maintenance Mechanics,2100,18.36,38190,1997
481,AL,85123,Millwrights,1980,13.54,28170,1997
482,AL,85126,"Refractory Materials Repairers, Except Brickmasons",40,14.89,30980,1997
483,AL,85128,Machinery Maintenance Workers,1590,11.13,23160,1997
484,AL,85132,"Maintenance Repairers, General Utility",18760,10.72,22290,1997
485,AL,85302,Automotive Mechanics,9220,11.77,24470,1997
486,AL,85305,Automotive Body and Related Repairers,2740,13.05,27150,1997
487,AL,85308,Motorcycle Repairers,150,10.09,20990,1997
488,AL,85311,Bus and Truck Mechanics and Diesel Engine Specialists,3850,11.91,24780,1997
489,AL,85314,"Mobile Heavy Equipment Mechanics, Except Engines",2380,14.26,29650,1997
490,AL,85317,Rail Car Repairers,170,16.44,34200,1997
491,AL,85321,Farm Equipment Mechanics,530,10.51,21860,1997
492,AL,85323,Aircraft Mechanics,1700,13.09,27240,1997
493,AL,85328,Small Engine Specialists,390,9.20,19130,1997
494,AL,85502,Central Office and PBX Installers and Repairers,510,19.36,40270,1997
495,AL,85505,"Frame Wirers, Central Office",**,20.85,43360,1997
496,AL,85514,Radio Mechanics,60,11.89,24720,1997
497,AL,85599,"All Other Communications Equipment Mechanics, Installers, and Repairers",690,18.17,37790,1997
498,AL,85702,Telephone and Cable Television Line Installers and Repairers,2890,12.58,26160,1997
499,AL,85705,Data Processing Equipment Repairers,890,12.62,26240,1997
500,AL,85708,Electronic Home Entertainment Equipment Repairers,410,9.66,20080,1997
501,AL,85711,Electric Home Appliance and Power Tool Repairers,330,11.47,23860,1997
502,AL,85714,"Electric Motor, Transformer, and Related Repairers",680,12.22,25420,1997
503,AL,85717,"Electronics Repairers, Commercial and Industrial Equipment",1380,15.80,32870,1997
504,AL,85721,"Powerhouse, Substation, and Relay Electricians",200,21.81,45370,1997
505,AL,85723,Electrical Power-Line Installers and Repairers,2740,17.61,36640,1997
506,AL,85726,"Station Installers and Repairers, Telephone",250,15.69,32640,1997
507,AL,85728,"Electrical Installers and Repairers, Transportation Equipment",300,15.23,31670,1997
508,AL,85799,"All Other Electrical and Electronic Equipment Mechanics, Installers, and Repairers",1790,12.25,25480,1997
509,AL,85902,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3750,11.89,24730,1997
510,AL,85905,Precision Instrument Repairers,970,19.04,39610,1997
511,AL,85908,Electromedical and Biomedical Equipment Repairers,250,13.08,27200,1997
512,AL,85911,Electric Meter Installers and Repairers,380,18.57,38620,1997
513,AL,85917,Watchmakers,40,10.37,21580,1997
514,AL,85921,Musical Instrument Repairers and Tuners,70,10.73,22320,1997
515,AL,85923,Locksmiths and Safe Repairers,**,10.48,21810,1997
516,AL,85926,Office Machine and Cash Register Servicers,730,11.09,23070,1997
517,AL,85928,Mechanical Control and Valve Installers and Repairers,680,15.48,32200,1997
518,AL,85932,Elevator Installers and Repairers,290,16.47,34260,1997
519,AL,85935,Riggers,160,11.22,23330,1997
520,AL,85938,"Installers and Repairers, Manufactured Buildings, Mobile Homes, and Travel Trailers",3130,11.52,23960,1997
521,AL,85944,Gas Appliance Repairers,340,10.73,22310,1997
522,AL,85947,Coin and Vending Machine Servicers and Repairers,600,9.80,20380,1997
523,AL,85951,Bicycle Repairers,60,6.84,14240,1997
524,AL,85953,Tire Repairers and Changers,1690,7.93,16490,1997
525,AL,85956,"Menders, Garments, Linens, and Related",390,7.48,15570,1997
526,AL,85999,"All Other Mechanics, Installers, and Repairers",4330,13.36,27800,1997
527,AL,87000,Construction Trades and Extractive Occupations,**,*,*,1997
528,AL,87102,Carpenters,10230,10.87,22620,1997
529,AL,87105,Ceiling Tile Installers and Acoustical Carpenters,610,10.32,21470,1997
530,AL,87108,Drywall Installers,940,11.10,23080,1997
531,AL,87111,Tapers,230,10.82,22500,1997
532,AL,87114,Lathers,120,11.89,24730,1997
533,AL,87202,Electricians,9660,13.34,27750,1997
534,AL,87302,Brickmasons,950,14.86,30910,1997
535,AL,87305,Stonemasons,110,14.16,29450,1997
536,AL,87308,Hard Tile Setters,320,10.47,21780,1997
537,AL,87311,Concrete and Terrazzo Finishers,**,9.70,20170,1997
538,AL,87314,Reinforcing Metal Workers,560,12.21,25390,1997
539,AL,87317,Plasterers and Stucco Masons,540,11.11,23120,1997
540,AL,87402,"Painters and Paperhangers, Construction and Maintenance",4270,10.71,22280,1997
541,AL,87502,"Plumbers, Pipefitters, and Steamfitters",5480,13.77,28640,1997
542,AL,87508,Pipelayers,650,9.35,19450,1997
543,AL,87511,Septic Tank Servicers and Sewer Pipe Cleaners,**,9.28,19300,1997
544,AL,87602,Carpet Installers,400,10.48,21790,1997
545,AL,87605,"Floor Layers, Except Carpet, Wood, and Hard Tiles",110,10.92,22710,1997
546,AL,87608,Floor Sanding Machine Operators,**,10.12,21040,1997
547,AL,87708,"Paving, Surfacing, and Tamping Equipment Operators",1770,10.14,21090,1997
548,AL,87711,Highway Maintenance Workers,4110,9.32,19380,1997
549,AL,87714,Rail-Track Laying and Maintenance Equipment Operators,200,15.73,32710,1997
550,AL,87802,Insulation Workers,1740,10.99,22860,1997
551,AL,87803,Hazardous Materials Removal Workers,370,12.88,26780,1997
552,AL,87805,Sheet Metal Duct Installers,1050,10.08,20970,1997
553,AL,87808,Roofers,1290,10.14,21100,1997
554,AL,87811,Glaziers,960,10.61,22070,1997
555,AL,87814,Structural Metal Workers,970,14.75,30680,1997
556,AL,87817,Fence Erectors,660,8.70,18100,1997
557,AL,87899,All Other Construction Trades Workers,770,9.97,20740,1997
558,AL,87902,"Earth Drillers, Except Oil and Gas",250,11.25,23400,1997
559,AL,87905,Blasters and Explosives Workers,80,12.75,26530,1997
560,AL,87911,"Rotary Drill Operators, Oil and Gas Extraction",50,11.73,24390,1997
561,AL,87914,"Derrick Operators, Oil and Gas Extraction",40,13.80,28710,1997
562,AL,87917,Service Unit Operators,160,12.70,26420,1997
563,AL,87921,Roustabouts,260,10.28,21390,1997
564,AL,87941,Continuous Mining Machine Operators,550,16.72,34780,1997
565,AL,87949,All Other Mining Machine Operators,**,15.47,32180,1997
566,AL,87989,"All Other Extractive Workers, Except Helpers",1320,16.45,34220,1997
567,AL,87999,"All Other Construction and Extractive Workers, Except Helpers",1250,10.72,22290,1997
568,AL,89000,Precision Production Occupations,**,*,*,1997
569,AL,89102,Tool and Die Makers,1390,13.45,27970,1997
570,AL,89108,Machinists,6780,13.31,27680,1997
571,AL,89111,"Tool Grinders, Filers, Sharpeners, and Other Precision Grinders",630,10.87,22620,1997
572,AL,89114,"Pattern and Model Makers, Metal",110,13.19,27440,1997
573,AL,89117,"Precision Lay-Out Workers, Metal",170,12.41,25820,1997
574,AL,89121,Shipfitters,440,12.11,25190,1997
575,AL,89123,Jewelers and Silversmiths,130,12.43,25860,1997
576,AL,89132,Sheet Metal Workers,3430,11.26,23420,1997
577,AL,89135,Boilermakers,**,21.10,43880,1997
578,AL,89199,All Other Precision Metal Workers,180,9.63,20030,1997
579,AL,89302,"Pattern and Model Makers, Wood",50,10.02,20840,1997
580,AL,89305,"Pattern Markers, Wood",30,8.67,18040,1997
581,AL,89308,Wood Machinists,1530,8.24,17150,1997
582,AL,89311,Cabinetmakers and Bench Carpenters,2530,9.19,19120,1997
583,AL,89314,Furniture Finishers,360,8.26,17190,1997
584,AL,89399,All Other Precision Woodworkers,680,8.33,17330,1997
585,AL,89502,Fabric and Apparel Patternmakers and Lay-Out Workers,210,8.67,18030,1997
586,AL,89505,Custom Tailors and Sewers,380,8.17,17000,1997
587,AL,89508,Upholsterers,420,8.83,18370,1997
588,AL,89511,"Shoe and Leather Workers and Repairers, Precision",50,7.92,16480,1997
589,AL,89514,"Spotters, Dry-Cleaning",200,7.25,15090,1997
590,AL,89517,"Pressers, Delicate Fabrics",490,6.90,14340,1997
591,AL,89521,Precision Dyers,70,9.00,18720,1997
592,AL,89599,"All Other Precision Textile, Apparel, and Furnishings Workers",250,10.17,21160,1997
593,AL,89702,Hand Compositors and Typesetters,180,9.46,19680,1997
594,AL,89705,Job Printers,210,11.64,24200,1997
595,AL,89706,Paste-Up Workers,70,7.48,15570,1997
596,AL,89707,Electronic Pagination System Operators,270,11.21,23310,1997
597,AL,89712,Photoengravers,40,11.37,23640,1997
598,AL,89713,Camera Operators,140,10.90,22680,1997
599,AL,89715,Scanner Operators,120,14.14,29420,1997
600,AL,89717,Strippers,190,13.63,28340,1997
601,AL,89718,Platemakers,100,12.53,26060,1997
602,AL,89721,Bookbinders,110,11.95,24850,1997
603,AL,89802,Slaughterers and Butchers,**,5.94,12350,1997
604,AL,89805,"Bakers, Manufacturing",520,10.92,22710,1997
605,AL,89808,Food Batchmakers,80,9.13,18980,1997
606,AL,89899,All Other Precision Food and Tobacco Workers,60,8.56,17810,1997
607,AL,89902,Precision Foundry Mold and Coremakers,460,10.95,22770,1997
608,AL,89905,"Precision Molders, Shapers, Casters, and Carvers, Except Jewelry and Foundry",**,7.87,16360,1997
609,AL,89908,"Precision Patternmakers, Model Makers, Lay-Out Workers, and Cutters",30,13.59,28270,1997
610,AL,89911,Precision Detail Design Decorators and Painters,80,10.15,21120,1997
611,AL,89914,Precision Photographic Process Workers,50,9.60,19960,1997
612,AL,89917,Precision Optical Goods Workers,60,8.46,17600,1997
613,AL,89921,Precision Dental Laboratory Technicians,630,11.40,23720,1997
614,AL,89923,Medical Appliance Makers,50,15.28,31790,1997
615,AL,89999,All Other Precision Workers,1080,10.83,22540,1997
616,AL,91000,"Machine Setters, Set-Up Operators, Operators, and Tenders",**,*,*,1997
617,AL,91102,"Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic",320,9.94,20670,1997
618,AL,91105,"Lathe and Turning Machine Tool Setters and Set-Up Operators, Metal and Plastic",1350,10.96,22800,1997
619,AL,91108,"Drilling and Boring Machine Tool Setters and Set-Up Operators, Metal and Plastic",650,9.51,19770,1997
620,AL,91111,"Milling and Planing Machine Setters and Set-Up Operators, Metal and Plastic",440,11.50,23930,1997
621,AL,91114,"Grinding, Lapping, and Buffing Machine Tool Setters and Set-Up Operators, Metal and Plastic",1420,11.27,23450,1997
622,AL,91117,"Machine Tool Cutting Operators and Tenders, Metal and Plastic",1500,10.58,22010,1997
623,AL,91302,"Punching Machine Setters and Set-Up Operators, Metal and Plastic",650,10.97,22810,1997
624,AL,91305,"Press and Press-Brake Machine Setters and Set-Up Operators, Metal and Plastic",840,10.38,21600,1997
625,AL,91308,"Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic",430,10.81,22470,1997
626,AL,91311,"Extruding and Drawing Machine Setters and Set-Up Operators, Metal and Plastic",570,9.30,19350,1997
627,AL,91314,"Rolling Machine Setters and Set-Up Operators, Metal and Plastic",390,14.46,30080,1997
628,AL,91317,"Forging Machine Setters and Set-Up Operators, Metal and Plastic",100,11.54,24000,1997
629,AL,91321,"Machine Forming Operators and Tenders, Metal and Plastic",2610,8.45,17570,1997
630,AL,91502,"Numerical Control Machine Tool Operators and Tenders, Metal and Plastic",460,12.05,25060,1997
631,AL,91505,"Combination Machine Tool Setters and Set-Up Operators, Metal and Plastic",1060,10.30,21430,1997
632,AL,91508,"Combination Machine Tool Operators and Tenders, Metal and Plastic",580,8.76,18220,1997
633,AL,91702,Welding Machine Setters and Set-Up Operators,1080,11.31,23520,1997
634,AL,91705,Welding Machine Operators and Tenders,1300,10.28,21380,1997
635,AL,91711,Soldering and Brazing Machine Operators and Tenders,110,8.19,17030,1997
636,AL,91714,"Metal Fabricators, Structural Metal Products",970,11.36,23630,1997
637,AL,91902,Plastic Molding and Casting Machine Setters and Set-Up Operators,960,9.52,19800,1997
638,AL,91905,Plastic Molding and Casting Machine Operators and Tenders,800,6.94,14440,1997
639,AL,91908,"Metal Molding, Coremaking, and Casting Machine Setters and Set-Up Operators",630,11.35,23610,1997
640,AL,91911,"Metal Molding, Coremaking, and Casting Machine Operators and Tenders",490,12.43,25850,1997
641,AL,91914,Foundry Mold Assembly and Shake-Out Workers,340,9.44,19640,1997
642,AL,91917,"Electrolytic Plating and Coating Machine Setters and Set-Up Operators, Metal and Plastic",260,11.52,23970,1997
643,AL,91921,"Electrolytic Plating and Coating Machine Operators and Tenders, Metal and Plastic",270,9.18,19100,1997
644,AL,91923,"Nonelectrolytic Plating and Coating Machine Setters and Set-Up Operators, Metal and Plastic",100,10.92,22700,1997
645,AL,91926,"Nonelectrolytic Plating and Coating Machine Operators and Tenders, Metal and Plastic",60,9.34,19430,1997
646,AL,91928,"Heating Equipment Setters and Set-Up Operators, Metal and Plastic",70,10.88,22640,1997
647,AL,91932,"Heat Treating, Annealing, and Tempering Machine Operators and Tenders, Metal and Plastic",220,12.11,25180,1997
648,AL,91935,Furnace Operators and Tenders,780,13.01,27070,1997
649,AL,92197,"All Other Metal and Plastic (Cutting, Forming, Fabricating, or Processing) Machine Setters and Set-Up Operators",620,12.07,25110,1997
650,AL,92198,"All Other Metal and Plastic (Cutting, Forming, Fabricating, or Processing) Machine Operators and Tenders",1070,11.16,23220,1997
651,AL,92302,Sawing Machine Setters and Set-Up Operators,320,9.42,19600,1997
652,AL,92305,Head Sawyers,140,11.75,24430,1997
653,AL,92308,Sawing Machine Operators and Tenders,1190,8.53,17730,1997
654,AL,92311,"Woodworking Machine Setters and Set-Up Operators, Except Sawing",640,9.05,18830,1997
655,AL,92314,"Woodworking Machine Operators and Tenders, Except Sawing",990,8.14,16930,1997
656,AL,92510,Printing Press Machine Setters and Set-Up Operators,30,8.98,18680,1997
657,AL,92512,Offset Lithographic Press Setters and Set-Up Operators,430,13.73,28550,1997
658,AL,92515,Letterpress Setters and Set-Up Operators,30,12.33,25650,1997
659,AL,92519,All Other Printing Press Setters and Set-Up Operators,80,12.27,25530,1997
660,AL,92522,Specialty Materials Printing Machine Setters and Set-Up Operators,**,12.42,25840,1997
661,AL,92524,Screen Printing Machine Setters and Set-Up Operators,510,7.91,16450,1997
662,AL,92525,Bindery Machine Setters and Set-Up Operators,170,11.87,24680,1997
663,AL,92529,All Other Printing Related Machine Setters and Set-Up Operators,90,7.88,16390,1997
